파라, 56, 165
차마, 87, 152
사바, 57, 176
나바, 85, 156
하하, 73, 154
타아, 70, 143
파아, 53, 199
타다, 93, 178
차마, 63, 185
자바, 56, 154
사타, 40, 183
자파, 67, 179
차라, 97, 150
타나, 52, 142
라마, 43, 166
다파, 97, 193
자나, 49, 167
하하, 96, 197
바바, 51, 182
바자, 56, 177
나바, 59, 159
파사, 55, 187
하카, 49, 182
자카, 89, 174
사라, 86, 199
나아, 53, 156
카차, 96, 143
라나, 91, 189
자파, 40, 192
가다, 43, 195
다차, 44, 165
하하, 55, 175
나아, 99, 178
가아, 52, 158
나자, 77, 160
차차, 57, 142
다하, 43, 165
타파, 71, 180
자바, 92, 198
자나, 44, 148
파다, 84, 148
가바, 83, 149
사차, 51, 160
파아, 68, 151
자자, 83, 151
사다, 87, 149
라카, 84, 178
파사, 48, 170
가다, 94, 158
자사, 53, 171
바마, 61, 188
파자, 53, 146
아카, 84, 145
타타, 60, 178
차타, 67, 174
하차, 50, 166
나하, 53, 171
다나, 67, 169
자차, 97, 196
바타, 42, 161
차자, 60, 171
파나, 54, 168
가가, 76, 141
나사, 96, 188
아파, 48, 194
타자, 79, 164
아사, 99, 193
사라, 82, 152
나다, 49, 197
나차, 41, 144
바바, 91, 161
라하, 86, 162
하라, 49, 140
사차, 71, 145
나바, 46, 173
가라, 65, 148
가파, 66, 198
타사, 87, 170
나가, 43, 155
라라, 95, 184
다마, 54, 147
타가, 47, 172
마차, 72, 170
사바, 59, 181
다마, 98, 183
나사, 78, 140
나카, 52, 196
차다, 90, 161
아자, 95, 193
아카, 89, 184
자카, 56, 155
하라, 91, 161
하나, 59, 170
마자, 69, 142
사바, 56, 185
바자, 83, 159
라사, 67, 143
하라, 47, 162
다마, 69, 156
마타, 92, 173
파바, 80, 150
사타, 99, 166
아파, 56, 182
아차, 53, 186
바가, 96, 146
사가, 78, 169
다마, 79, 162
자바, 60, 159
하타, 58, 167
차나, 93, 197
카바, 72, 165
라하, 58, 143
나자, 88, 178
라사, 62, 192
자마, 50, 166
바가, 76, 143
마마, 97, 165
파카, 85, 192
다사, 56, 179
자가, 83, 178
자카, 95, 157
가하, 63, 185
차다, 92, 195
카하, 56, 142
카파, 76, 140
다파, 87, 161
차마, 52, 157
가파, 78, 177
차아, 75, 169
사아, 75, 170
다나, 94, 140
나나, 83, 164
타파, 54, 189
바파, 46, 154
타하, 83, 199
다사, 47, 183
다마, 66, 159
바마, 96, 194
타파, 59, 152
가나, 41, 149
타사, 91, 185
다다, 62, 157
하카, 68, 162
바하, 59, 159
다사, 98, 171
가나, 64, 154
차라, 81, 168
마나, 80, 167
카마, 62, 159
가라, 42, 140
라파, 65, 177
마사, 95, 168
사다, 86, 176
가자, 78, 178
마가, 97, 186
나나, 75, 155
하나, 73, 187
하가, 88, 158
아사, 83, 186
타나, 49, 170
아다, 86, 155
라나, 50, 162
다바, 95, 150
하바, 93, 194
타자, 69, 199
자마, 97, 191
하가, 81, 194
사마, 87, 192
아가, 69, 174
다다, 57, 144
바아, 86, 184
자사, 57, 197
자타, 60, 182
카파, 62, 179
라하, 62, 188
하자, 85, 144
마라, 60, 167
다카, 42, 196
차나, 72, 193
마아, 81, 157
마다, 83, 178
바다, 49, 192
카마, 66, 148
파파, 79, 166
차아, 98, 178
차사, 52, 158
라카, 85, 192
자사, 61, 179
자바, 95, 175
라나, 94, 199
차타, 42, 197
파파, 89, 160
바가, 41, 167
다다, 84, 190
가라, 56, 155
가가, 64, 162
바파, 88, 142
아나, 40, 170
바아, 72, 157
아하, 68, 196
바사, 62, 193
하다, 85, 189
아마, 61, 165
카차, 92, 150
아파, 57, 180
카타, 69, 195
라카, 91, 194
하다, 57, 194
타하, 68, 155
마사, 91, 168
나타, 75, 158
마하, 65, 173
아바, 97, 141
바사, 66, 142
마하, 61, 140
차자, 51, 198
아아, 62, 140
하사, 94, 147
타사, 67, 152
사하, 74, 154
다자, 99, 175
타바, 41, 152
차파, 94, 149
바가, 82, 184
바가, 56, 160
타가, 79, 172
타아, 69, 165
사타, 98, 187
마라, 63, 149
차다, 98, 154
마카, 74, 143
다사, 86, 196
파타, 54, 197
하파, 53, 192
파라, 44, 175
바나, 82, 166
자파, 96, 184
가사, 48, 156
자마, 97, 182
사사, 75, 178
타카, 40, 166
라카, 46, 161
카파, 99, 160
파자, 99, 154
자가, 46, 178
하라, 52, 160
카파, 52, 171
하마, 75, 157
다바, 58, 145
가아, 52, 159
라다, 95, 181
다다, 85, 198
타하, 59, 143
카나, 84, 182
라파, 67, 178
카카, 86, 153
가차, 83, 192
나사, 93, 182
가가, 55, 154
가나, 82, 181
라마, 65, 198
사라, 90, 143
사자, 55, 187
아나, 85, 183
아가, 70, 187
라파, 90, 171
아다, 65, 147
카파, 84, 172
마마, 48, 164
타가, 69, 196
하카, 87, 194
가바, 75, 175
파바, 84, 163
나다, 40, 181
하바, 68, 194
아라, 76, 193
가바, 46, 180
아하, 90, 173
사바, 51, 192
아마, 40, 199
마바, 78, 156
타타, 98, 190
하라, 64, 161
나사, 59, 151
차다, 81, 164
마카, 48, 164
하파, 55, 145
나바, 61, 184
파바, 46, 148
바가, 58, 190
사파, 85, 190
자아, 47, 157
아자, 57, 171
자마, 89, 189
사마, 48, 176
타마, 45, 144
마사, 62, 196
아타, 52, 149
다하, 99, 183
라자, 92, 191
파타, 44, 177
파파, 95, 145
다카, 53, 199
가파, 69, 143
다가, 68, 146
하다, 64, 151
라나, 66, 183
아하, 59, 161
타하, 92, 169
다바, 99, 193
하타, 89, 172
자다, 72, 196
차바, 44, 161
가바, 48, 150
다하, 60, 189
라카, 96, 167
타라, 83, 199
라차, 79, 187
타카, 96, 184
타타, 60, 177
라자, 95, 143
다다, 74, 156
차사, 56, 144
다카, 96, 168
하파, 81, 148
마파, 62, 147
사자, 83, 145
하다, 70, 195
카차, 49, 166
사카, 83, 177
사차, 71, 179
나카, 94, 193
아아, 83, 198
다다, 41, 143
바타, 95, 175
자라, 98, 190
자카, 87, 171
나사, 93, 147
나사, 50, 188
하사, 55, 191
라사, 62, 157
자다, 45, 143
아바, 88, 188
타파, 94, 148
하가, 80, 166
가라, 77, 193
가나, 74, 158
타사, 91, 148
파파, 57, 146
자바, 91, 146
다바, 93, 155
자자, 90, 149
타라, 85, 171
자하, 62, 165
다아, 57, 198
하가, 44, 193
마하, 49, 143
타다, 78, 161
아다, 59, 153
자마, 71, 193
나바, 59, 143
마다, 68, 198
파가, 49, 151
차나, 74, 146
나자, 68, 157
카가, 78, 172
바카, 94, 171
파차, 92, 149
아파, 40, 163
아파, 67, 181
파라, 97, 183
가자, 86, 164
가자, 55, 187
차하, 53, 153
다하, 57, 159
아나, 70, 199
다타, 75, 181
다가, 56, 146
가타, 91, 190
나자, 70, 193
하카, 42, 179
바차, 94, 157
라가, 56, 143
차나, 53, 144
차카, 90, 160
다바, 45, 199
파자, 76, 175
가사, 86, 146
차사, 81, 172
다마, 82, 191
마차, 81, 150
가타, 54, 150
마가, 93, 198
자다, 55, 173
차마, 56, 172
아마, 72, 159
자카, 80, 190
다가, 42, 160
마가, 73, 192
차카, 67, 166
자차, 63, 151
다다, 98, 160
나카, 70, 153
사마, 63, 155
카하, 64, 189
아타, 43, 166
라아, 77, 199
아카, 61, 194
자파, 76, 151
다아, 96, 172
마다, 41, 151
파사, 80, 176
바나, 51, 181
차바, 51, 186
바나, 47, 155
다카, 75, 170
하나, 83, 150
파카, 97, 162
파사, 75, 183
타타, 77, 172
가사, 54, 187
카아, 78, 183
차바, 41, 176
마하, 58, 192
하나, 95, 190
바사, 63, 196
다차, 74, 162
타라, 72, 179
가카, 77, 189
차파, 44, 151
다자, 72, 193
가하, 60, 180
타타, 66, 149
파바, 44, 142
자다, 62, 140
파아, 95, 186
아파, 74, 185
나타, 46, 157
카아, 47, 181
가나, 72, 168
다하, 78, 179
바가, 47, 147
카사, 79, 175
하자, 94, 173
파나, 80, 159
바차, 45, 176
다파, 68, 173
가차, 59, 163
타자, 94, 177
라다, 43, 149
마하, 75, 167
라아, 68, 197
차나, 70, 167
아라, 60, 187
하마, 99, 165
나마, 67, 191
가카, 72, 165
나라, 88, 157
나차, 65, 194
다사, 80, 176
바카, 41, 199
타다, 52, 187
자바, 51, 151
파라, 62, 148
다나, 52, 185
마가, 41, 151
마아, 81, 187
가아, 93, 175
마마, 89, 182
사마, 40, 156
마아, 53, 171
자하, 69, 196
나아, 50, 153
사타, 75, 171
사하, 61, 181
차가, 63, 142
마다, 76, 151
라아, 97, 189
하마, 43, 144
카자, 70, 141
자가, 66, 164
하다, 87, 180
카다, 86, 197
아파, 64, 186
다아, 68, 188
자바, 73, 166
나나, 51, 189
다자, 43, 155
마나, 76, 189
아가, 97, 168
사하, 52, 173
타차, 72, 199
자가, 92, 173
라마, 48, 156
나타, 41, 171
라마, 68, 161
나하, 65, 176
파타, 72, 191
라나, 41, 148
라마, 94, 191
아타, 80, 148
하가, 52, 155
마아, 47, 178
마아, 79, 186
하다, 67, 146
차하, 92, 153
카사, 62, 160
사차, 47, 147
가카, 52, 143
차다, 57, 154
가마, 91, 144
카다, 42, 144
라가, 78, 144
바바, 62, 189
마아, 93, 162
나가, 63, 150
라나, 64, 155
아사, 62, 166
나라, 99, 148
마다, 95, 171
자파, 47, 193
라사, 57, 146
라아, 50, 187
차카, 60, 172
마차, 71, 156
카사, 96, 142
하가, 79, 188
다자, 78, 164
사라, 59, 193
아마, 93, 144
나타, 97, 187
바마, 80, 145
사카, 66, 195
사마, 86, 191
카자, 94, 166
파자, 89, 141
하하, 71, 159
자자, 84, 175
하파, 60, 168
라하, 65, 162
아마, 82, 176
가파, 97, 160
다마, 58, 140
차마, 96, 195
자아, 80, 180
바차, 61, 177
카타, 89, 150
나가, 42, 148
하나, 56, 157
타사, 65, 184
마라, 46, 157
자카, 44, 142
자가, 68, 172
타자, 67, 146
바사, 59, 163
카라, 74, 166
바나, 71, 175
아아, 90, 182
라차, 86, 154
하사, 97, 199
카사, 67, 158
사타, 74, 177
가나, 62, 188
카차, 41, 178
자카, 84, 198
파자, 48, 198
하카, 85, 182
마사, 98, 166
가나, 98, 151
나차, 68, 161
가파, 68, 148
사자, 49, 156
차바, 88, 150
카사, 71, 193
나차, 68, 186
차아, 48, 185
가사, 68, 179
파하, 73, 173
마바, 56, 165
아마, 68, 141
가라, 72, 192
파마, 63, 178
타사, 73, 187
나라, 77, 189
카카, 46, 172
파카, 67, 159
다파, 67, 146
가바, 78, 154
아하, 63, 159
마카, 57, 158
타카, 73, 188
아아, 71, 177
사사, 69, 159
나마, 66, 184
카가, 87, 151
사카, 59, 198
아다, 54, 177
자파, 73, 170
마자, 42, 178
하나, 45, 190
카타, 59, 191
사타, 52, 144
가마, 64, 163
나카, 73, 199
가마, 75, 152
다자, 41, 153
아자, 46, 189
라아, 99, 151
타라, 84, 141
하아, 84, 172
차파, 45, 198
바마, 73, 182
나사, 62, 197
나사, 68, 159
아파, 45, 199
자차, 60, 156
파아, 41, 171
라가, 41, 183
나파, 69, 142
사라, 85, 148
라다, 54, 165
자라, 73, 173
바하, 56, 148
사나, 48, 140
하마, 54, 159
파하, 42, 163
차자, 55, 148
하마, 75, 160
아바, 88, 148
하하, 65, 151
파사, 41, 163
사가, 51, 149
하하, 52, 157
아자, 57, 168
아나, 51, 191
카아, 86, 149
차사, 84, 162
바타, 77, 141
마하, 73, 156
차파, 79, 151
마사, 58, 156
자다, 70, 199
카카, 69, 162
가카, 42, 144
아라, 53, 198
아파, 85, 168
나가, 80, 153
사카, 92, 148
라라, 63, 199
차하, 83, 152
라바, 95, 165
가자, 68, 144
바사, 76, 152
사아, 83, 199
라차, 84, 180
마카, 43, 182
바나, 97, 142
아자, 84, 192
가하, 49, 146
나타, 92, 181
다라, 80, 144
나나, 86, 144
타차, 87, 167
다사, 63, 146
가마, 74, 197
바파, 46, 174
아다, 84, 182
가파, 77, 178
하카, 89, 163
차마, 79, 184
바하, 88, 156
라파, 87, 192
가차, 90, 189
마라, 44, 171
타카, 49, 177
타카, 91, 154
타가, 55, 187
파가, 52, 196
마카, 86, 190
아아, 45, 174
자사, 54, 191
아나, 97, 171
라마, 78, 193
가바, 71, 170
파아, 76, 173
하자, 42, 161
타파, 46, 178
자바, 45, 164
다하, 70, 145
사라, 80, 189
타차, 53, 148
라바, 70, 152
다카, 44, 160
카아, 78, 164
아바, 41, 192
자사, 43, 173
마차, 89, 158
바가, 77, 141
마차, 43, 162
차가, 44, 165
라차, 85, 167
라다, 89, 159
사하, 49, 172
라하, 62, 143
사사, 85, 174
바차, 60, 140
자하, 73, 199
사아, 40, 149
타카, 40, 179
사아, 86, 189
사라, 69, 195
마마, 64, 164
바가, 54, 182
차가, 54, 169
자자, 40, 189
카차, 45, 143
차차, 45, 189
다하, 91, 150
사하, 56, 140
하마, 66, 153
사아, 77, 142
파다, 54, 175
자아, 89, 153
나하, 48, 192
파다, 71, 154
아라, 57, 191
파나, 52, 161
가바, 78, 179
자바, 85, 190
자다, 54, 147
차자, 75, 177
바카, 92, 158
나자, 43, 167
차자, 70, 176
차아, 73, 193
타사, 40, 153
파파, 99, 163
하바, 42, 153
다가, 92, 184
바라, 72, 144
바하, 57, 159
파가, 73, 193
사사, 73, 146
파다, 76, 142
타자, 97, 176
파아, 43, 189
바카, 68, 185
라차, 47, 144
사가, 92, 166
바라, 73, 161
카사, 83, 141
라바, 91, 168
아카, 88, 195
카마, 60, 173
가타, 86, 167
하카, 78, 189
타마, 89, 148
사나, 88, 145
타파, 67, 165
바마, 79, 173
파차, 90, 152
사카, 68, 176
나가, 71, 173
카자, 93, 145
파다, 72, 188
타나, 95, 185
타나, 96, 176
다다, 45, 158
아가, 69, 140
마마, 73, 199
가자, 93, 162
카파, 59, 186
아사, 71, 169
바자, 66, 194
카자, 93, 173
나라, 79, 173
카가, 74, 180
아카, 71, 161
라사, 77, 163
아라, 89, 187
다가, 42, 192
나라, 90, 148
사자, 71, 182
가타, 53, 177
카나, 49, 172
아카, 82, 161
카파, 73, 187
라카, 45, 159
가파, 68, 189
가다, 97, 184
라라, 60, 181
가아, 90, 166
차파, 58, 158
자가, 47, 193
사바, 78, 140
바자, 99, 178
가나, 57, 167
사하, 96, 184
라바, 92, 140
차사, 80, 196
라자, 72, 175
카파, 44, 180
마자, 95, 177
파나, 79, 159
하아, 67, 186
다가, 96, 174
파나, 82, 174
가하, 47, 172
다가, 70, 186
타다, 61, 174
타바, 83, 179
나가, 43, 169
나하, 67, 155
아타, 77, 167
카나, 80, 142
마사, 72, 173
타나, 61, 140
나사, 49, 153
카가, 48, 187
가자, 44, 152
라가, 80, 179
카카, 95, 179
바나, 85, 199
자파, 68, 188
마나, 91, 191
나아, 98, 162
차다, 47, 167
아자, 50, 155
아사, 52, 141
차타, 66, 186
파나, 89, 165
바나, 60, 141
카사, 99, 141
파하, 52, 152
라마, 40, 190
자하, 56, 150
사사, 89, 176
하라, 72, 175
파차, 57, 148
타파, 49, 195
카하, 83, 198
타파, 56, 172
자카, 85, 172
자나, 45, 166
자나, 90, 164
다아, 45, 154
사바, 50, 197
자자, 68, 148
가카, 81, 184
나타, 46, 145
사하, 64, 161
나나, 74, 181
자자, 53, 166
나카, 95, 196
가가, 47, 187
타라, 55, 180
하마, 84, 142
하하, 57, 196
다아, 59, 189
타파, 71, 181
차바, 65, 140
바자, 51, 141
자하, 88, 171
차차, 49, 193
자가, 71, 167
자다, 76, 163
차가, 94, 197
아타, 61, 155
하바, 56, 172
바가, 74, 189
차다, 72, 184
사나, 91, 191
자바, 97, 168
아라, 66, 192
마파, 96, 174
나사, 97, 160
마파, 94, 142
라사, 79, 180
마카, 87, 178
카차, 84, 194
가아, 55, 192
카다, 83, 141
하사, 44, 178
마나, 83, 164
아아, 81, 177
차다, 43, 196
